chart_appearances,track_id,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
3,6aYwwMcANnpuUm4zLsCzy3,tomorrow tonight, Loote,0.458,0.415,8,-10.963,1,0.0665,0.138,0.0,0.106,0.17,91.623,audio_features,6aYwwMcANnpuUm4zLsCzy3,spotify:track:6aYwwMcANnpuUm4zLsCzy3,https://api.spotify.com/v1/tracks/6aYwwMcANnpuUm4zLsCzy3,https://api.spotify.com/v1/audio-analysis/6aYwwMcANnpuUm4zLsCzy3,202267,4
10,3anNizayrIeuVv3Mb2KnIR,Unbelievable, Why Don't We,0.532,0.66,7,-7.138,1,0.0825,0.105,0.000222,0.0996,0.676,130.013,audio_features,3anNizayrIeuVv3Mb2KnIR,spotify:track:3anNizayrIeuVv3Mb2KnIR,https://api.spotify.com/v1/tracks/3anNizayrIeuVv3Mb2KnIR,https://api.spotify.com/v1/audio-analysis/3anNizayrIeuVv3Mb2KnIR,189385,4
1,2EhvCzRw0C7anZHsj284oX,AH YEAH - KR Ver., WINNER,0.799,0.722,7,-5.051,1,0.0387,0.359,0.0,0.178,0.88,128.012,audio_features,2EhvCzRw0C7anZHsj284oX,spotify:track:2EhvCzRw0C7anZHsj284oX,https://api.spotify.com/v1/tracks/2EhvCzRw0C7anZHsj284oX,https://api.spotify.com/v1/audio-analysis/2EhvCzRw0C7anZHsj284oX,176906,4
6,3TpBefRZ1vFcOH6z57PQRI,La La Land (feat. YG), Bryce Vine,0.781,0.469,1,-5.107,0,0.0569,0.223,0.0,0.19,0.412,98.013,audio_features,3TpBefRZ1vFcOH6z57PQRI,spotify:track:3TpBefRZ1vFcOH6z57PQRI,https://api.spotify.com/v1/tracks/3TpBefRZ1vFcOH6z57PQRI,https://api.spotify.com/v1/audio-analysis/3TpBefRZ1vFcOH6z57PQRI,177118,4
5,2LJNrBVuCNjU0qoSYZNyTU,Down, Oceans Ahead,0.835,0.407,11,-13.217,0,0.0442,0.53,0.0681,0.178,0.331,109.987,audio_features,2LJNrBVuCNjU0qoSYZNyTU,spotify:track:2LJNrBVuCNjU0qoSYZNyTU,https://api.spotify.com/v1/tracks/2LJNrBVuCNjU0qoSYZNyTU,https://api.spotify.com/v1/audio-analysis/2LJNrBVuCNjU0qoSYZNyTU,171240,4
5,6uFn47ACjqYkc0jADwEdj1,Pop Out (feat. Lil Tjay), Polo G,0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,audio_features,6uFn47ACjqYkc0jADwEdj1,spotify:track:6uFn47ACjqYkc0jADwEdj1,https://api.spotify.com/v1/tracks/6uFn47ACjqYkc0jADwEdj1,https://api.spotify.com/v1/audio-analysis/6uFn47ACjqYkc0jADwEdj1,166560,4
1,3FoiMgXMrO3D5FeJuotKyZ,ECLIPSE, GOT7,0.596,0.893,1,-3.43,0,0.16,0.0417,0.0,0.315,0.526,79.889,audio_features,3FoiMgXMrO3D5FeJuotKyZ,spotify:track:3FoiMgXMrO3D5FeJuotKyZ,https://api.spotify.com/v1/tracks/3FoiMgXMrO3D5FeJuotKyZ,https://api.spotify.com/v1/audio-analysis/3FoiMgXMrO3D5FeJuotKyZ,209519,4
65,0bIbgooxvBkww2ZGeu8VMR,天黑請閉眼 (feat. 邱鋒澤), Nine Chen,0.534,0.731,0,-5.558,1,0.0562,0.28,0.0,0.0914,0.425,169.928,audio_features,0bIbgooxvBkww2ZGeu8VMR,spotify:track:0bIbgooxvBkww2ZGeu8VMR,https://api.spotify.com/v1/tracks/0bIbgooxvBkww2ZGeu8VMR,https://api.spotify.com/v1/audio-analysis/0bIbgooxvBkww2ZGeu8VMR,286832,4
1,2rMAtCaTj16NptyVfEIeAC,Cash Shit (feat. DaBaby), Megan Thee Stallion,0.921,0.635,1,-4.904,1,0.416,0.0218,0.0,0.0946,0.549,130.028,audio_features,2rMAtCaTj16NptyVfEIeAC,spotify:track:2rMAtCaTj16NptyVfEIeAC,https://api.spotify.com/v1/tracks/2rMAtCaTj16NptyVfEIeAC,https://api.spotify.com/v1/audio-analysis/2rMAtCaTj16NptyVfEIeAC,192540,4
29,0uvoOTER9NSVvUyalNGEQP,One Thought Away (feat. Wiz Khalifa), Asher Angel,0.72,0.749,3,-6.348,1,0.0747,0.116,0.0,0.274,0.247,90.017,audio_features,0uvoOTER9NSVvUyalNGEQP,spotify:track:0uvoOTER9NSVvUyalNGEQP,https://api.spotify.com/v1/tracks/0uvoOTER9NSVvUyalNGEQP,https://api.spotify.com/v1/audio-analysis/0uvoOTER9NSVvUyalNGEQP,174898,4
38,5dW1VZPcFqB4n0P08rGDgm,The Git Up, Blanco Brown,0.847,0.678,9,-8.635,1,0.109,0.0669,0.0,0.274,0.811,97.984,audio_features,5dW1VZPcFqB4n0P08rGDgm,spotify:track:5dW1VZPcFqB4n0P08rGDgm,https://api.spotify.com/v1/tracks/5dW1VZPcFqB4n0P08rGDgm,https://api.spotify.com/v1/audio-analysis/5dW1VZPcFqB4n0P08rGDgm,200594,4
24,3qWZuhWi4lsHa7jUwhqfMr,Can't Lie, Ali Gatie,0.802,0.414,7,-10.635,1,0.0776,0.872,0.0,0.0863,0.377,131.952,audio_features,3qWZuhWi4lsHa7jUwhqfMr,spotify:track:3qWZuhWi4lsHa7jUwhqfMr,https://api.spotify.com/v1/tracks/3qWZuhWi4lsHa7jUwhqfMr,https://api.spotify.com/v1/audio-analysis/3qWZuhWi4lsHa7jUwhqfMr,195066,4
13,7vK1wiE4mAkzKf0WXdauMo,Only One, Ali Gatie,0.827,0.587,1,-7.576,0,0.145,0.433,0.0,0.117,0.583,140.057,audio_features,7vK1wiE4mAkzKf0WXdauMo,spotify:track:7vK1wiE4mAkzKf0WXdauMo,https://api.spotify.com/v1/tracks/7vK1wiE4mAkzKf0WXdauMo,https://api.spotify.com/v1/audio-analysis/7vK1wiE4mAkzKf0WXdauMo,198740,4
2,0yFvWTLs3iIwDbc91noXGT,GRoCERIES, Chance the Rapper,0.906,0.596,0,-5.88,0,0.243,0.0578,0.0,0.109,0.701,144.038,audio_features,0yFvWTLs3iIwDbc91noXGT,spotify:track:0yFvWTLs3iIwDbc91noXGT,https://api.spotify.com/v1/tracks/0yFvWTLs3iIwDbc91noXGT,https://api.spotify.com/v1/audio-analysis/0yFvWTLs3iIwDbc91noXGT,226846,4
4,4WahOhXKxmMKVnfVXQoEtk,Remedy, Ali Gatie,0.777,0.647,4,-6.802,0,0.328,0.265,0.0,0.0771,0.606,82.718,audio_features,4WahOhXKxmMKVnfVXQoEtk,spotify:track:4WahOhXKxmMKVnfVXQoEtk,https://api.spotify.com/v1/tracks/4WahOhXKxmMKVnfVXQoEtk,https://api.spotify.com/v1/audio-analysis/4WahOhXKxmMKVnfVXQoEtk,187383,4
13,5oITtQMQgQr4jKmgToNNIJ,Without You (Acoustic Version), 高爾宣 OSN,0.547,0.715,8,-3.334,1,0.0458,0.592,0.0,0.0624,0.585,153.89,audio_features,5oITtQMQgQr4jKmgToNNIJ,spotify:track:5oITtQMQgQr4jKmgToNNIJ,https://api.spotify.com/v1/tracks/5oITtQMQgQr4jKmgToNNIJ,https://api.spotify.com/v1/audio-analysis/5oITtQMQgQr4jKmgToNNIJ,204156,4
8,4bPXGxre9kgBgsMU1iygA7,Losing You, Ali Gatie,0.696,0.495,8,-9.466,1,0.0888,0.822,0.0,0.128,0.44,160.041,audio_features,4bPXGxre9kgBgsMU1iygA7,spotify:track:4bPXGxre9kgBgsMU1iygA7,https://api.spotify.com/v1/tracks/4bPXGxre9kgBgsMU1iygA7,https://api.spotify.com/v1/audio-analysis/4bPXGxre9kgBgsMU1iygA7,164309,4
25,0XPsOSYzDJZJArevQNm2AR,Speechless (Full), Naomi Scott,0.474,0.489,6,-7.625,0,0.0342,0.467,0.0,0.119,0.23,124.844,audio_features,0XPsOSYzDJZJArevQNm2AR,spotify:track:0XPsOSYzDJZJArevQNm2AR,https://api.spotify.com/v1/tracks/0XPsOSYzDJZJArevQNm2AR,https://api.spotify.com/v1/audio-analysis/0XPsOSYzDJZJArevQNm2AR,208801,4
20,5viFjDGTnrApmUY5c8qkfw,A Whole New World, Mena Massoud,0.395,0.375,0,-7.948,1,0.034,0.225,0.0,0.145,0.131,121.04,audio_features,5viFjDGTnrApmUY5c8qkfw,spotify:track:5viFjDGTnrApmUY5c8qkfw,https://api.spotify.com/v1/tracks/5viFjDGTnrApmUY5c8qkfw,https://api.spotify.com/v1/audio-analysis/5viFjDGTnrApmUY5c8qkfw,175594,4
53,25QHUJNTczOdbx0Qv1F11V,愛到星球毀滅, CodyHong,0.662,0.471,8,-9.481,1,0.0326,0.6,0.0,0.114,0.297,120.057,audio_features,25QHUJNTczOdbx0Qv1F11V,spotify:track:25QHUJNTczOdbx0Qv1F11V,https://api.spotify.com/v1/tracks/25QHUJNTczOdbx0Qv1F11V,https://api.spotify.com/v1/audio-analysis/25QHUJNTczOdbx0Qv1F11V,247000,3
14,1Pt2STlAgfB1CiEV8mf3CN,Prince Ali, Will Smith,0.409,0.765,10,-5.674,0,0.104,0.0574,0.0,0.0922,0.365,97.383,audio_features,1Pt2STlAgfB1CiEV8mf3CN,spotify:track:1Pt2STlAgfB1CiEV8mf3CN,https://api.spotify.com/v1/tracks/1Pt2STlAgfB1CiEV8mf3CN,https://api.spotify.com/v1/audio-analysis/1Pt2STlAgfB1CiEV8mf3CN,209667,4
16,4XbyRgWe6yU4wE6WShdTEs,BREATHE, AB6IX,0.818,0.849,9,-4.399,0,0.206,0.0641,0.0,0.0839,0.605,124.954,audio_features,4XbyRgWe6yU4wE6WShdTEs,spotify:track:4XbyRgWe6yU4wE6WShdTEs,https://api.spotify.com/v1/tracks/4XbyRgWe6yU4wE6WShdTEs,https://api.spotify.com/v1/audio-analysis/4XbyRgWe6yU4wE6WShdTEs,217824,4
44,6AFufcMD0XK5WZUAK3cCM3,心如止水, 周星星,0.721,0.478,5,-7.102,0,0.039,0.393,1.08e-06,0.38,0.57,127.977,audio_features,6AFufcMD0XK5WZUAK3cCM3,spotify:track:6AFufcMD0XK5WZUAK3cCM3,https://api.spotify.com/v1/tracks/6AFufcMD0XK5WZUAK3cCM3,https://api.spotify.com/v1/audio-analysis/6AFufcMD0XK5WZUAK3cCM3,189795,4
9,1xbtojAZsQjOgiGdGX6ChU,Ransom, Lil Tecca,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,audio_features,1xbtojAZsQjOgiGdGX6ChU,spotify:track:1xbtojAZsQjOgiGdGX6ChU,https://api.spotify.com/v1/tracks/1xbtojAZsQjOgiGdGX6ChU,https://api.spotify.com/v1/audio-analysis/1xbtojAZsQjOgiGdGX6ChU,131248,4
13,7DcvwMAiqKJQD1rrdfxSDx,The London (feat. J. Cole & Travis Scott), Young Thug,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,audio_features,7DcvwMAiqKJQD1rrdfxSDx,spotify:track:7DcvwMAiqKJQD1rrdfxSDx,https://api.spotify.com/v1/tracks/7DcvwMAiqKJQD1rrdfxSDx,https://api.spotify.com/v1/audio-analysis/7DcvwMAiqKJQD1rrdfxSDx,200107,4
14,6ZxPYutGhjLTrcmvcshCa4,Arabian Nights (2019), Will Smith,0.445,0.532,8,-8.018,1,0.0405,0.254,0.0,0.109,0.465,128.776,audio_features,6ZxPYutGhjLTrcmvcshCa4,spotify:track:6ZxPYutGhjLTrcmvcshCa4,https://api.spotify.com/v1/tracks/6ZxPYutGhjLTrcmvcshCa4,https://api.spotify.com/v1/audio-analysis/6ZxPYutGhjLTrcmvcshCa4,193096,4
4,5caCE7Uqhty9MtlB7Ks5a8,HOLLYWOOD, AB6IX,0.698,0.911,11,-5.131,0,0.114,0.0334,0.0,0.0774,0.759,104.985,audio_features,5caCE7Uqhty9MtlB7Ks5a8,spotify:track:5caCE7Uqhty9MtlB7Ks5a8,https://api.spotify.com/v1/tracks/5caCE7Uqhty9MtlB7Ks5a8,https://api.spotify.com/v1/audio-analysis/5caCE7Uqhty9MtlB7Ks5a8,187235,4
30,0nzsxcMmkFwfLB8IJ6Ok9g,"Nails, Hair, Hips, Heels", Todrick Hall,0.935,0.611,1,-8.689,1,0.133,0.348,6.9e-06,0.0825,0.785,126.008,audio_features,0nzsxcMmkFwfLB8IJ6Ok9g,spotify:track:0nzsxcMmkFwfLB8IJ6Ok9g,https://api.spotify.com/v1/tracks/0nzsxcMmkFwfLB8IJ6Ok9g,https://api.spotify.com/v1/audio-analysis/0nzsxcMmkFwfLB8IJ6Ok9g,236190,4
9,4tNXntkAzQ5A2dfYRYGIIQ,Easier, 5 Seconds of Summer,0.505,0.428,5,-5.604,1,0.221,0.489,0.0,0.0977,0.618,175.813,audio_features,4tNXntkAzQ5A2dfYRYGIIQ,spotify:track:4tNXntkAzQ5A2dfYRYGIIQ,https://api.spotify.com/v1/tracks/4tNXntkAzQ5A2dfYRYGIIQ,https://api.spotify.com/v1/audio-analysis/4tNXntkAzQ5A2dfYRYGIIQ,157493,4
5,59Qbwz0fezaWxWekiwjSch,Speechless (Part 1), Naomi Scott,0.463,0.222,7,-12.484,0,0.0383,0.873,0.0,0.102,0.195,113.55,audio_features,59Qbwz0fezaWxWekiwjSch,spotify:track:59Qbwz0fezaWxWekiwjSch,https://api.spotify.com/v1/tracks/59Qbwz0fezaWxWekiwjSch,https://api.spotify.com/v1/audio-analysis/59Qbwz0fezaWxWekiwjSch,77856,4
17,35sYKGbdc2cpL0jxDOBcD7,Achilles, GARETH FERNANDEZ,0.719,0.372,0,-8.25,1,0.0613,0.206,0.0,0.11,0.315,84.021,audio_features,35sYKGbdc2cpL0jxDOBcD7,spotify:track:35sYKGbdc2cpL0jxDOBcD7,https://api.spotify.com/v1/tracks/35sYKGbdc2cpL0jxDOBcD7,https://api.spotify.com/v1/audio-analysis/35sYKGbdc2cpL0jxDOBcD7,193065,4
7,4JwLDaMaa6NoANUmV0Ju81,One Jump Ahead, Mena Massoud,0.689,0.725,1,-6.17,1,0.054,0.0885,0.000465,0.0485,0.539,119.373,audio_features,4JwLDaMaa6NoANUmV0Ju81,spotify:track:4JwLDaMaa6NoANUmV0Ju81,https://api.spotify.com/v1/tracks/4JwLDaMaa6NoANUmV0Ju81,https://api.spotify.com/v1/audio-analysis/4JwLDaMaa6NoANUmV0Ju81,175223,4
12,36TO60sxDduIsO3xH8IcUh,Isis, Joyner Lucas,0.918,0.837,1,-6.792,1,0.255,0.234,0.0,0.227,0.855,120.017,audio_features,36TO60sxDduIsO3xH8IcUh,spotify:track:36TO60sxDduIsO3xH8IcUh,https://api.spotify.com/v1/tracks/36TO60sxDduIsO3xH8IcUh,https://api.spotify.com/v1/audio-analysis/36TO60sxDduIsO3xH8IcUh,236000,4
3,2wTNSBwiEHnTfXvRUBF9xZ,Without You, Ali Gatie,0.792,0.497,11,-10.99,1,0.211,0.0648,0.0,0.106,0.697,148.027,audio_features,2wTNSBwiEHnTfXvRUBF9xZ,spotify:track:2wTNSBwiEHnTfXvRUBF9xZ,https://api.spotify.com/v1/tracks/2wTNSBwiEHnTfXvRUBF9xZ,https://api.spotify.com/v1/audio-analysis/2wTNSBwiEHnTfXvRUBF9xZ,182779,4
4,17f7Na10kJHcyKSyISZbhP,Make You Mine, Ali Gatie,0.632,0.686,4,-5.198,1,0.0372,0.36,0.0,0.161,0.595,149.985,audio_features,17f7Na10kJHcyKSyISZbhP,spotify:track:17f7Na10kJHcyKSyISZbhP,https://api.spotify.com/v1/tracks/17f7Na10kJHcyKSyISZbhP,https://api.spotify.com/v1/audio-analysis/17f7Na10kJHcyKSyISZbhP,170000,4
11,2kYB66omjIRkqPx8zRPEAH,Easy, DaniLeigh,0.844,0.322,7,-11.815,1,0.192,0.203,1.98e-06,0.0848,0.531,100.017,audio_features,2kYB66omjIRkqPx8zRPEAH,spotify:track:2kYB66omjIRkqPx8zRPEAH,https://api.spotify.com/v1/tracks/2kYB66omjIRkqPx8zRPEAH,https://api.spotify.com/v1/audio-analysis/2kYB66omjIRkqPx8zRPEAH,186200,4
3,3Rf5q1Ua1Dx031OsCE1XRQ,One Jump Ahead (Reprise), Mena Massoud,0.314,0.103,5,-16.886,1,0.0368,0.867,0.00462,0.0973,0.134,48.991,audio_features,3Rf5q1Ua1Dx031OsCE1XRQ,spotify:track:3Rf5q1Ua1Dx031OsCE1XRQ,https://api.spotify.com/v1/tracks/3Rf5q1Ua1Dx031OsCE1XRQ,https://api.spotify.com/v1/audio-analysis/3Rf5q1Ua1Dx031OsCE1XRQ,60010,4
6,5f2TWu6R2YYCJtLQ0fP78H,Friend Like Me, Will Smith,0.688,0.732,2,-6.162,1,0.0618,0.0536,0.0,0.145,0.665,97.703,audio_features,5f2TWu6R2YYCJtLQ0fP78H,spotify:track:5f2TWu6R2YYCJtLQ0fP78H,https://api.spotify.com/v1/tracks/5f2TWu6R2YYCJtLQ0fP78H,https://api.spotify.com/v1/audio-analysis/5f2TWu6R2YYCJtLQ0fP78H,155532,4
4,4pIjcawF1mGKm45b1CG5jV,Speechless (Part 2), Naomi Scott,0.492,0.573,7,-7.183,0,0.0411,0.162,0.0,0.0663,0.189,125.804,audio_features,4pIjcawF1mGKm45b1CG5jV,spotify:track:4pIjcawF1mGKm45b1CG5jV,https://api.spotify.com/v1/tracks/4pIjcawF1mGKm45b1CG5jV,https://api.spotify.com/v1/audio-analysis/4pIjcawF1mGKm45b1CG5jV,144136,4
1,03zPSjqUGeGKCSbNoQJBqd,SHINING STARS, AB6IX,0.622,0.774,1,-3.333,1,0.0389,0.27,0.0,0.0895,0.642,104.996,audio_features,03zPSjqUGeGKCSbNoQJBqd,spotify:track:03zPSjqUGeGKCSbNoQJBqd,https://api.spotify.com/v1/tracks/03zPSjqUGeGKCSbNoQJBqd,https://api.spotify.com/v1/audio-analysis/03zPSjqUGeGKCSbNoQJBqd,227591,4
7,3VIJBrMpvimHEw5wtPh2wB,Money, The Drums,0.608,0.919,4,-6.555,0,0.0576,0.239,0.218,0.285,0.491,102.484,audio_features,3VIJBrMpvimHEw5wtPh2wB,spotify:track:3VIJBrMpvimHEw5wtPh2wB,https://api.spotify.com/v1/tracks/3VIJBrMpvimHEw5wtPh2wB,https://api.spotify.com/v1/audio-analysis/3VIJBrMpvimHEw5wtPh2wB,233639,4
33,1feANd8EfcDP5UqSvbheM3,"Bekhayali (From ""Kabir Singh"")", Sachet Tandon,0.308,0.585,9,-5.18,0,0.0428,0.45,0.0,0.319,0.345,171.843,audio_features,1feANd8EfcDP5UqSvbheM3,spotify:track:1feANd8EfcDP5UqSvbheM3,https://api.spotify.com/v1/tracks/1feANd8EfcDP5UqSvbheM3,https://api.spotify.com/v1/audio-analysis/1feANd8EfcDP5UqSvbheM3,371791,3
2,4f2mMipu6OCSoBmWIVSEMm,A Whole New World, Leroy Sanchez,0.274,0.41,3,-4.52,1,0.0358,0.693,0.0,0.109,0.337,55.605,audio_features,4f2mMipu6OCSoBmWIVSEMm,spotify:track:4f2mMipu6OCSoBmWIVSEMm,https://api.spotify.com/v1/tracks/4f2mMipu6OCSoBmWIVSEMm,https://api.spotify.com/v1/audio-analysis/4f2mMipu6OCSoBmWIVSEMm,232914,3
3,4R8BJggjosTswLxtkw8V7P,No Me Conoce - Remix, Jhay Cortez,0.806,0.786,10,-3.831,0,0.0741,0.145,0.0,0.0935,0.58,91.973,audio_features,4R8BJggjosTswLxtkw8V7P,spotify:track:4R8BJggjosTswLxtkw8V7P,https://api.spotify.com/v1/tracks/4R8BJggjosTswLxtkw8V7P,https://api.spotify.com/v1/audio-analysis/4R8BJggjosTswLxtkw8V7P,309120,4
1,4baWaXmm0BFFT3Qe3uSvs9,Superhuman, NCT 127,0.679,0.797,2,-4.627,1,0.338,0.0438,0.0,0.0748,0.609,117.018,audio_features,4baWaXmm0BFFT3Qe3uSvs9,spotify:track:4baWaXmm0BFFT3Qe3uSvs9,https://api.spotify.com/v1/tracks/4baWaXmm0BFFT3Qe3uSvs9,https://api.spotify.com/v1/audio-analysis/4baWaXmm0BFFT3Qe3uSvs9,237853,4
11,6AZIz2MTTBoqZ5Ns4OUCOq,"Bukan Cinta - From ""Cari Aku Di Syurga"" Soundtrack", Amylea,0.425,0.601,11,-7.966,1,0.0363,0.197,0.000808,0.201,0.324,75.007,audio_features,6AZIz2MTTBoqZ5Ns4OUCOq,spotify:track:6AZIz2MTTBoqZ5Ns4OUCOq,https://api.spotify.com/v1/tracks/6AZIz2MTTBoqZ5Ns4OUCOq,https://api.spotify.com/v1/audio-analysis/6AZIz2MTTBoqZ5Ns4OUCOq,269063,4
31,0qc4QlcCxVTGyShurEv1UU,Post Malone (feat. RANI), Sam Feldt,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,audio_features,0qc4QlcCxVTGyShurEv1UU,spotify:track:0qc4QlcCxVTGyShurEv1UU,https://api.spotify.com/v1/tracks/0qc4QlcCxVTGyShurEv1UU,https://api.spotify.com/v1/audio-analysis/0qc4QlcCxVTGyShurEv1UU,174444,4
21,6TbDpqKCksZNJjriFhPum8,Could I Love You Any More (feat. Jason Mraz), Reneé Dominique,0.288,0.371,11,-8.001,1,0.0386,0.666,0.0,0.129,0.197,52.572,audio_features,6TbDpqKCksZNJjriFhPum8,spotify:track:6TbDpqKCksZNJjriFhPum8,https://api.spotify.com/v1/tracks/6TbDpqKCksZNJjriFhPum8,https://api.spotify.com/v1/audio-analysis/6TbDpqKCksZNJjriFhPum8,189500,4
21,5PYQUBXc7NYeI1obMKSJK0,Never Really Over, Katy Perry,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,audio_features,5PYQUBXc7NYeI1obMKSJK0,spotify:track:5PYQUBXc7NYeI1obMKSJK0,https://api.spotify.com/v1/tracks/5PYQUBXc7NYeI1obMKSJK0,https://api.spotify.com/v1/audio-analysis/5PYQUBXc7NYeI1obMKSJK0,223523,4
34,4a5zacCsHLtMC2mcxkqWwn,Sad Forever, Lauv,0.527,0.538,5,-7.434,1,0.104,0.468,0.0,0.0825,0.389,117.319,audio_features,4a5zacCsHLtMC2mcxkqWwn,spotify:track:4a5zacCsHLtMC2mcxkqWwn,https://api.spotify.com/v1/tracks/4a5zacCsHLtMC2mcxkqWwn,https://api.spotify.com/v1/audio-analysis/4a5zacCsHLtMC2mcxkqWwn,203507,4
36,05CwHjIk71RXVU40boRMnR,Call You Mine, The Chainsmokers,0.591,0.702,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.003,audio_features,05CwHjIk71RXVU40boRMnR,spotify:track:05CwHjIk71RXVU40boRMnR,https://api.spotify.com/v1/tracks/05CwHjIk71RXVU40boRMnR,https://api.spotify.com/v1/audio-analysis/05CwHjIk71RXVU40boRMnR,217653,4
8,0lhZsFfTpITnjK5q8lrDLR,NO ONE, LEE HI,0.745,0.613,11,-5.368,0,0.0427,0.226,0.0,0.0664,0.542,91.997,audio_features,0lhZsFfTpITnjK5q8lrDLR,spotify:track:0lhZsFfTpITnjK5q8lrDLR,https://api.spotify.com/v1/tracks/0lhZsFfTpITnjK5q8lrDLR,https://api.spotify.com/v1/audio-analysis/0lhZsFfTpITnjK5q8lrDLR,194596,4
34,5Uw7Dut2lZfexn3Y09swpf,Find U Again (feat. Camila Cabello), Mark Ronson,0.605,0.664,8,-7.162,1,0.0316,0.00548,3e-06,0.204,0.164,103.997,audio_features,5Uw7Dut2lZfexn3Y09swpf,spotify:track:5Uw7Dut2lZfexn3Y09swpf,https://api.spotify.com/v1/tracks/5Uw7Dut2lZfexn3Y09swpf,https://api.spotify.com/v1/audio-analysis/5Uw7Dut2lZfexn3Y09swpf,176417,4
21,3M9Apu4OZfylLTFKvgEtKa,Ritual, Tiësto,0.647,0.726,3,-4.389,0,0.0552,0.157,0.0,0.0844,0.767,114.996,audio_features,3M9Apu4OZfylLTFKvgEtKa,spotify:track:3M9Apu4OZfylLTFKvgEtKa,https://api.spotify.com/v1/tracks/3M9Apu4OZfylLTFKvgEtKa,https://api.spotify.com/v1/audio-analysis/3M9Apu4OZfylLTFKvgEtKa,198996,4
3,0y60itmpH0aPKsFiGxmtnh,Wait a Minute!, WILLOW,0.757,0.707,3,-5.53,0,0.0279,0.0294,2.55e-05,0.0969,0.638,100.982,audio_features,0y60itmpH0aPKsFiGxmtnh,spotify:track:0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/tracks/0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/audio-analysis/0y60itmpH0aPKsFiGxmtnh,196520,4
2,3vTQ939Tlk6CXYtQgMOFUR,Amour plastique, Videoclub,0.7,0.354,6,-14.043,0,0.0345,0.765,0.00158,0.128,0.245,119.965,audio_features,3vTQ939Tlk6CXYtQgMOFUR,spotify:track:3vTQ939Tlk6CXYtQgMOFUR,https://api.spotify.com/v1/tracks/3vTQ939Tlk6CXYtQgMOFUR,https://api.spotify.com/v1/audio-analysis/3vTQ939Tlk6CXYtQgMOFUR,227027,4
61,1kBbgxAUc4HQv7cgIayIDH,Ransom, Lil Tecca,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,audio_features,1kBbgxAUc4HQv7cgIayIDH,spotify:track:1kBbgxAUc4HQv7cgIayIDH,https://api.spotify.com/v1/tracks/1kBbgxAUc4HQv7cgIayIDH,https://api.spotify.com/v1/audio-analysis/1kBbgxAUc4HQv7cgIayIDH,131280,4
17,7GRImTchCheEHqU3tong8Q,别丢下我不管, 风小筝,0.576,0.465,1,-5.891,1,0.0261,0.55,0.0,0.124,0.362,81.965,audio_features,7GRImTchCheEHqU3tong8Q,spotify:track:7GRImTchCheEHqU3tong8Q,https://api.spotify.com/v1/tracks/7GRImTchCheEHqU3tong8Q,https://api.spotify.com/v1/audio-analysis/7GRImTchCheEHqU3tong8Q,276342,4
4,7w3mCZJZbfXzNebD5vktMI,ME, CLC,0.752,0.804,11,-3.512,0,0.0656,0.022,1.76e-05,0.0865,0.795,146.943,audio_features,7w3mCZJZbfXzNebD5vktMI,spotify:track:7w3mCZJZbfXzNebD5vktMI,https://api.spotify.com/v1/tracks/7w3mCZJZbfXzNebD5vktMI,https://api.spotify.com/v1/audio-analysis/7w3mCZJZbfXzNebD5vktMI,193253,4
2,5ZtnHKAsaog7mGTsaKDAEt,What You Said - Live, Jon Egan,0.44,0.759,11,-7.076,1,0.03,0.0116,1.16e-06,0.106,0.327,76.015,audio_features,5ZtnHKAsaog7mGTsaKDAEt,spotify:track:5ZtnHKAsaog7mGTsaKDAEt,https://api.spotify.com/v1/tracks/5ZtnHKAsaog7mGTsaKDAEt,https://api.spotify.com/v1/audio-analysis/5ZtnHKAsaog7mGTsaKDAEt,408278,4
1,5CQhTbV3cqzl09FGPw3a9Z,Fallin', Kim Feel,0.424,0.396,0,-9.071,0,0.0347,0.44,1.42e-06,0.287,0.131,143.765,audio_features,5CQhTbV3cqzl09FGPw3a9Z,spotify:track:5CQhTbV3cqzl09FGPw3a9Z,https://api.spotify.com/v1/tracks/5CQhTbV3cqzl09FGPw3a9Z,https://api.spotify.com/v1/audio-analysis/5CQhTbV3cqzl09FGPw3a9Z,213995,4
49,4fD8n7MFvDbtnTuLmPvwf3,"Can You Hear - 劇集 ""白色強人"" 插曲", Kayee Tam,0.519,0.252,7,-9.056,1,0.0321,0.638,0.0,0.189,0.136,139.793,audio_features,4fD8n7MFvDbtnTuLmPvwf3,spotify:track:4fD8n7MFvDbtnTuLmPvwf3,https://api.spotify.com/v1/tracks/4fD8n7MFvDbtnTuLmPvwf3,https://api.spotify.com/v1/audio-analysis/4fD8n7MFvDbtnTuLmPvwf3,244034,4
